Temp  Hum  Soil moist  Air quality  Light intense.
397 > 28.8      26.0      679      18.0      25.0
398 > 28.8      26.0      679      18.0      25.0
399 > 28.8      26.0      680      18.0      25.0
400 > 28.8      26.0      678      18.0      25.0
401 > 28.8      26.1      679      18.0      25.83
402 > 28.8      26.1      679      18.0      25.0
403 > 28.8      26.1      679      18.0      25.0
404 > 28.8      26.0      679      18.0      25.83
405 > 28.8      26.0      680      18.0      25.0
406 > 28.8      26.0      679      18.0      25.0
407 > 28.8      26.0      678      18.0      25.83
408 > 28.8      26.0      679      18.0      25.0
409 > 28.8      25.9      678      18.0      25.0
410 > 28.8      25.9      678      18.0      25.0
411 > 28.8      25.9      679      18.0      25.0
412 > 28.8      25.9      678      18.0      25.0
413 > 28.8      26.0      678      18.0      25.83
414 > 28.8      26.1      679      18.0      25.0
415 > 28.8      26.1      679      18.0      5.0
416 > 28.8      26.2      679      18.0      5.0
417 > 28.8      26.1      678      18.0      5.0
418 > 28.8      26.1      679      18.0      5.0
419 > 28.8      26.1      678      18.0      5.0
420 > 28.8      26.1      678      18.0      5.0
421 > 28.8      26.0      678      18.0      5.0
422 > 28.8      26.0      679      18.0      5.0
423 > 28.8      26.0      678      18.0      5.0
424 > 28.8      26.0      678      18.0      5.0
425 > 28.8      26.0      678      18.0      5.0
426 > 28.8      26.0      678      18.0      5.0
427 > 28.8      26.0      679      18.0      5.0
428 > 28.8      26.0      677      18.0      5.0
429 > 28.8      26.0      679      18.0      5.0
430 > 28.8      26.0      678      18.0      5.0
431 > 28.8      26.0      678      18.0      5.0
432 > 28.8      26.0      679      18.0      5.0
433 > 28.8      26.0      678      18.0      5.0
434 > 28.8      26.0      678      18.0      5.0
435 > 28.8      26.0      678      18.0      5.0
436 > 28.8      26.0      679      18.0      5.0
437 > 28.8      26.0      678      18.0      5.0
438 > 28.8      26.0      679      18.0      5.0
439 > 28.8      26.1      679      18.0      5.0
440 > 28.8      26.1      678      18.0      5.0
441 > 28.8      26.0      679      18.0      5.0
442 > 28.8      26.1      678      18.0      5.0
443 > 28.8      26.0      678      18.0      5.0
444 > 28.8      26.0      679      18.0      5.0
445 > 28.8      26.1      678      18.0      5.0
446 > 28.8      26.1      679      18.0      5.0
447 > 28.8      26.1      679      18.0      5.0
448 > 28.8      26.0      679      18.0      5.0
449 > 28.8      26.1      678      18.0      5.0
Temp  Hum  Soil moist  Air quality  Light intense.
450 > 28.8      26.0      680      18.0      5.0
451 > 28.8      26.0      679      18.0      5.0
452 > 28.8      26.0      679      18.0      5.0
453 > 28.8      26.0      678      18.0      5.0
454 > 28.8      26.0      679      18.0      5.0
455 > 28.8      26.0      679      18.0      5.0
456 > 28.8      26.0      679      18.0      5.0
457 > 28.8      26.1      680      18.0      5.0
458 > 28.8      26.0      679      18.0      5.0
459 > 28.8      26.0      679      18.0      5.0
460 > 28.8      26.0      678      18.0      5.0
461 > 28.8      26.1      679      18.0      5.0
462 > 28.8      26.1      679      18.0      5.0
463 > 28.9      26.2      679      18.0      5.0
464 > 28.9      26.1      679      18.0      5.0
465 > 28.8      26.1      679      18.0      5.0
466 > 28.9      26.1      679      18.0      5.0
467 > 28.9      26.1      678      18.0      5.0
468 > 28.9      26.1      678      18.0      5.0
469 > 28.9      26.1      679      18.0      5.0
470 > 28.9      26.1      679      18.0      5.0
471 > 28.9      26.1      679      18.0      5.0
472 > 28.9      26.1      679      18.0      5.0
473 > 28.9      26.1      678      18.0      5.0
474 > 28.9      26.1      679      18.0      5.0
475 > 28.9      26.1      679      18.0      5.0
476 > 28.9      26.1      680      18.0      5.0
477 > 28.9      26.1      680      18.0      5.0
478 > 28.9      26.1      678      18.0      5.0
479 > 28.9      26.1      678      18.0      5.0
480 > 28.9      26.1      679      18.0      5.0
481 > 28.9      26.1      678      18.0      5.0
482 > 28.9      26.1      678      18.0      5.0
483 > 28.9      26.0      679      18.0      5.0
484 > 28.9      26.0      678      18.0      5.0
485 > 28.9      26.1      678      18.0      5.0
486 > 28.9      26.1      678      18.0      5.0
487 > 28.9      26.1      678      18.0      5.0
488 > 28.9      26.1      678      18.0      5.0
489 > 28.9      26.1      679      18.0      5.0
490 > 28.9      26.1      679      18.0      5.0
491 > 28.9      26.1      679      18.0      5.0
492 > 28.9      26.1      679      18.0      5.0
493 > 28.9      26.0      679      18.0      5.0
494 > 28.9      26.1      679      18.0      5.0
495 > 28.9      26.0      678      18.0      5.0
496 > 28.9      26.0      679      18.0      5.0
497 > 28.9      26.1      680      18.0      5.0
498 > 28.9      26.1      679      18.0      5.0
499 > 28.9      26.2      679      18.0      5.0
500 > 28.9      26.2      679      18.0      5.0
501 > 28.9      26.1      679      18.0      5.0
502 > 28.9      26.1      679      18.0      5.0
503 > 28.9      26.1      679      18.0      5.0
504 > 28.9      26.1      679      18.0      5.0
505 > 28.9      26.1      678      18.0      5.0
506 > 28.9      26.1      679      18.0      5.0
507 > 28.9      26.1      679      18.0      5.0
508 > 28.9      26.2      679      18.0      5.0
509 > 28.9      26.2      680      18.0      5.0
510 > 28.8      26.2      680      18.0      5.0
511 > 28.9      26.2      680      18.0      5.0
512 > 28.9      26.2      679      18.0      5.0
513 > 28.9      26.2      679      18.0      5.0
514 > 28.9      26.2      679      18.0      5.0
515 > 28.9      26.2      679      18.0      5.0
516 > 28.8      26.2      679      18.0      5.0
517 > 28.8      26.1      680      18.0      5.0
518 > 28.8      26.2      680      18.0      5.0
519 > 28.8      26.2      679      18.0      5.0
520 > 28.9      26.2      679      18.0      5.0
521 > 28.9      26.2      678      18.0      5.0
522 > 28.8      26.2      678      18.0      5.0
523 > 28.8      26.1      679      18.0      5.0
524 > 28.8      26.2      678      18.0      5.0
525 > 28.9      26.2      679      18.0      5.0
526 > 28.8      26.2      679      18.0      5.0
527 > 28.8      26.2      679      18.0      5.0
528 > 28.8      26.2      680      18.0      5.0
529 > 28.8      26.2      680      18.0      5.0
530 > 28.8      26.2      679      18.0      5.0
531 > 28.8      26.2      679      18.0      5.0
532 > 28.9      26.2      679      18.0      5.0
533 > 28.8      26.2      679      18.0      5.0
534 > 28.9      26.2      680      18.0      5.0
535 > 28.9      26.2      679      18.0      5.0
536 > 28.8      26.2      679      18.0      5.0
537 > 28.9      26.2      680      18.0      5.0
538 > 28.9      26.2      680      18.0      5.0
539 > 28.9      26.2      679      18.0      5.0
540 > 28.9      26.2      680      18.0      5.0
541 > 28.8      26.2      679      18.0      5.0
542 > 28.9      26.2      679      18.0      5.0
543 > 28.8      26.2      679      18.0      5.0
544 > 28.9      26.2      679      18.0      5.0
545 > 28.9      26.3      679      18.0      5.0
546 > 28.9      26.3      679      18.0      5.0
547 > 28.9      26.2      680      18.0      5.0
548 > 28.9      26.2      679      18.0      5.0
549 > 28.9      26.3      679      18.0      5.0
550 > 28.9      26.2      679      18.0      5.0
551 > 28.9      26.2      680      18.0      5.0
552 > 28.9      26.2      680      18.0      5.0
553 > 28.9      26.2      679      18.0      5.0
554 > 28.8      26.3      679      18.0      5.0
555 > 28.8      26.3      680      18.0      5.0
556 > 28.9      26.3      678      18.0      5.0
557 > 28.9      26.3      679      18.0      5.0
558 > 28.9      26.3      678      18.0      5.0
559 > 28.8      26.4      679      18.0      5.0
560 > 28.9      26.3      680      18.0      5.0
561 > 28.9      26.3      679      18.0      5.0
